name,featuredFilm,year,role,wikiLink,wikiImageLink
Narrator,The Many Adventures of Winnie the Pooh,1977,character,https://disney.fandom.com/wiki/Mr._Narrator_(character),https://static.wikia.nocookie.net/disney/images/5/5e/Laurie_Main_as_the_narrator.jpg/revision/latest?cb=20161121090944
Gopher,The Many Adventures of Winnie the Pooh,1977,heroes,https://disney.fandom.com/wiki/Gopher_(Winnie_the_Pooh),https://static.wikia.nocookie.net/disney/images/8/8a/Profile_-_Gopher.png/revision/latest?cb=20190316094715
Lumpy,The Many Adventures of Winnie the Pooh,1977,heroes,https://disney.fandom.com/wiki/Lumpy,https://static.wikia.nocookie.net/disney/images/e/ed/Profile_-_Lumpy.jpg
Mama Heffalump,The Many Adventures of Winnie the Pooh,1977,heroines,https://disney.fandom.com/wiki/Mama_Heffalump_(Pooh%27s_Heffalump_Movie),https://static.wikia.nocookie.net/disney/images/f/f5/Profile_-_Mama_Heffalump.png/revision/latest?cb=20200829110602
The Narrator,The Many Adventures of Winnie the Pooh,1977,heroes,https://disney.fandom.com/wiki/Mr._Narrator_(character),https://static.wikia.nocookie.net/disney/images/f/f6/The_Narrator.jpg
Owl,The Many Adventures of Winnie the Pooh,1977,heroes,https://disney.fandom.com/wiki/Owl,https://static.wikia.nocookie.net/disney/images/e/e4/Profile_-_Owl.jpeg/revision/latest?cb=20210516060227
The Backson,The Many Adventures of Winnie the Pooh,1977,heroes,https://disney.fandom.com/wiki/The_Backson,https://static.wikia.nocookie.net/disney/images/5/57/Profile_-_The_Backson.jpg
Heffalumps,The Many Adventures of Winnie the Pooh,1977,villain,https://disney.fandom.com/wiki/Heffalumps,https://static.wikia.nocookie.net/disney/images/d/dc/HeffalumpsMNY.png/revision/latest?cb=20221115223119
Jagular,The Many Adventures of Winnie the Pooh,1977,villain,https://disney.fandom.com/wiki/Jagular,https://static.wikia.nocookie.net/disney/images/6/6d/Jagular-0.jpg/revision/latest?cb=20181112024820
Woozles,The Many Adventures of Winnie the Pooh,1977,villain,https://disney.fandom.com/wiki/Woozles,https://static.wikia.nocookie.net/disney/images/c/c6/A_Woozle.png/revision/latest?cb=20161010215848
Bernard,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Bernard_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/b/b4/Bernard.png/revision/latest?cb=20160709091608
Miss Bianca,The Rescuers,1977,protagonist,https://disney.fandom.com/wiki/Miss_Bianca,https://static.wikia.nocookie.net/disney/images/f/f6/Miss_Bianca.png/revision/latest?cb=20160709091829
Madame Medusa,The Rescuers,1977,villain,https://disney.fandom.com/wiki/Madame_Medusa,https://static.wikia.nocookie.net/disney/images/5/5d/Madame-Medusa_.png/revision/latest?cb=20160708183230
Penny,The Rescuers,1977,heroines,https://disney.fandom.com/wiki/Penny_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/d/d5/Penny_%28The_Rescuers%29.png/revision/latest?cb=20160708203218
Mr. Snoops,The Rescuers,1977,villain,https://disney.fandom.com/wiki/Mr._Snoops,https://static.wikia.nocookie.net/disney/images/d/dc/Mr._Snoops.png/revision/latest?cb=20210210143848
Orville,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Orville_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/8/8d/Orville.png/revision/latest?cb=20160709092147
Rufus,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Rufus_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/7/7f/Rufus_%28The_Rescuers%29.png/revision/latest?cb=20160709120228
Ellie Mae,The Rescuers,1977,heroine,https://disney.fandom.com/wiki/Ellie_Mae,https://static.wikia.nocookie.net/disney/images/a/ab/Rescuers-disneyscreencaps_com-4087.jpg
Luke,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Luke,https://static.wikia.nocookie.net/disney/images/d/d0/Rescuers-disneyscreencaps_com-3873.jpg
Evinrude,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Evinrude,https://static.wikia.nocookie.net/disney/images/2/2e/Evinrude.jpg
Wilbur,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Wilbur_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/f/f5/Wilbur_%28The_Rescuers%29.png/revision/latest?cb=20160709123046
Cody,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Cody_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/4/45/Cody.png/revision/latest?cb=20160708202236
Marahute,The Rescuers,1977,heroine,https://disney.fandom.com/wiki/Marahute,https://static.wikia.nocookie.net/disney/images/8/87/Rescuers-down-under-disneyscreencaps_com-847.jpg
Joanna,The Rescuers,1977,villain,https://disney.fandom.com/wiki/Joanna_the_Goanna,https://static.wikia.nocookie.net/disney/images/c/c4/Joanna.png/revision/latest?cb=20160708201623
Sparky,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Sparky_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/d/df/Rescuers-down-under-disneyscreencaps.com-3506.jpg/revision/latest?cb=20181116163750
Percival McLeach,The Rescuers,1977,villain,https://disney.fandom.com/wiki/Percival_McLeach,https://static.wikia.nocookie.net/disney/images/9/97/Percival-McLeach.png/revision/latest?cb=20160708201721
Jake,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Jake_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/4/47/Rescuers-down-under-disneyscreencaps.com-3995.jpg/revision/latest?cb=20181116162925
Red,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Red_(The_Rescuers_Down_Under),https://static.wikia.nocookie.net/disney/images/c/c6/Profile_-_Red.jpg/revision/latest?cb=20200520234903
Frank,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Frank_(The_Rescuers),https://static.wikia.nocookie.net/disney/images/6/6b/Profile_-_Frank.jpg/revision/latest?cb=20200520233929
Krebbs,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Krebbs,https://static.wikia.nocookie.net/disney/images/d/db/Profile_-_Krebbs.jpg
Faloo,The Rescuers,1977,heroine,https://disney.fandom.com/wiki/Faloo,https://static.wikia.nocookie.net/disney/images/4/45/Rescuers-down-under-disneyscreencaps.com-376.jpg
Chairmouse,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Chairmouse,https://static.wikia.nocookie.net/disney/images/3/30/Chairmouse.png
Dr. Mouse,The Rescuers,1977,heroes,https://disney.fandom.com/wiki/Dr._Mouse,https://static.wikia.nocookie.net/disney/images/4/49/Dr._Mouse_profile.jpg
Baitmouse,The Rescuers,1977,character,https://disney.fandom.com/wiki/Baitmouse,https://static.wikia.nocookie.net/disney/images/a/aa/Rescuers-down-under-disneyscreencaps.com-1117.jpg/revision/latest?cb=20181116171427
Cody's Mother,The Rescuers,1977,heroine,https://disney.fandom.com/wiki/Cody%27s_Mother,https://static.wikia.nocookie.net/disney/images/2/27/CodysMother.jpg
Copper,The Fox and the Hound,1981,heroes,https://disney.fandom.com/wiki/Copper,https://static.wikia.nocookie.net/disney/images/c/cf/Profile_-_Copper.png
Tod,The Fox and the Hound,1981,protagonist,https://disney.fandom.com/wiki/Tod,https://static.wikia.nocookie.net/disney/images/c/c3/Profile_-_Tod.png/revision/latest?cb=20190401180556
Cash,The Fox and the Hound,1981,heroes,https://disney.fandom.com/wiki/Cash,https://static.wikia.nocookie.net/disney/images/3/37/Fox2-disneyscreencaps_com-1305.jpg
Dixie,The Fox and the Hound,1981,villain,https://disney.fandom.com/wiki/Dixie,https://static.wikia.nocookie.net/disney/images/b/b6/Dixie.jpg/revision/latest?cb=20100821061008
Lyle Snodgrass,The Fox and the Hound,1981,character,https://disney.fandom.com/wiki/Lyle_Snodgrass,https://static.wikia.nocookie.net/disney/images/5/5c/Lylesnodgrass.png/revision/latest?cb=20160924075642
Granny Rose,The Fox and the Hound,1981,heroine,https://disney.fandom.com/wiki/Granny_Rose,https://static.wikia.nocookie.net/disney/images/3/3e/Char_34381.jpg
Chief,The Fox and the Hound,1981,villain,https://disney.fandom.com/wiki/Chief,https://static.wikia.nocookie.net/disney/images/0/0f/Fox-and-the-hound-disneyscreencaps.com-817.jpg/revision/latest?cb=20170214061936
Waylon and Floyd,The Fox and the Hound,1981,heroes,https://disney.fandom.com/wiki/Waylon_and_Floyd,https://static.wikia.nocookie.net/disney/images/2/21/Fox2-disneyscreencaps_com-1366.jpg
Winchell P. Bickerstaff,The Fox and the Hound,1981,character,https://disney.fandom.com/wiki/Winchell_P._Bickerstaff,https://static.wikia.nocookie.net/disney/images/e/e6/Bickerstaff.jpg/revision/latest?cb=20161012192837
Olivia Farmer,The Fox and the Hound,1981,character,https://disney.fandom.com/wiki/Olivia_Farmer,https://static.wikia.nocookie.net/disney/images/4/4a/Olivia_Farmer.png/revision/latest?cb=20180402160120
Widow Tweed,The Fox and the Hound,1981,heroine,https://disney.fandom.com/wiki/Widow_Tweed,https://static.wikia.nocookie.net/disney/images/6/62/Widow-Tweed-%28Fox_and_the_Hound%29.jpg
Amos Slade,The Fox and the Hound,1981,villain,https://disney.fandom.com/wiki/Amos_Slade,https://static.wikia.nocookie.net/disney/images/c/cc/Fox-and-the-hound-disneyscreencaps.com-2010.jpg/revision/latest?cb=20170625224653
Zelda,The Fox and the Hound,1981,character,https://disney.fandom.com/wiki/Zelda_(The_Fox_and_the_Hound),https://static.wikia.nocookie.net/disney/images/b/b1/Zelda.png/revision/latest?cb=20161012182155
Young Tod,The Fox and the Hound,1981,protagonist,https://disney.fandom.com/wiki/Tod,https://static.wikia.nocookie.net/disney/images/c/c3/Profile_-_Tod.png/revision/latest?cb=20190401180556
Young Copper,The Fox and the Hound,1981,heroes,https://disney.fandom.com/wiki/Copper,https://static.wikia.nocookie.net/disney/images/c/cf/Profile_-_Copper.png/revision/latest?cb=20190401180729
