name,featuredFilm,year,role,wikiLink,wikiImageLink
Nani Pelekai,Lilo & Stitch,2002,heroine,https://disney.fandom.com/wiki/Nani_Pelekai,https://static.wikia.nocookie.net/disney/images/5/58/Nani_P_Lilo_and_Stitch.jpg
Dr. Jumba Jookiba,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/Dr._Jumba_Jookiba,https://static.wikia.nocookie.net/disney/images/3/3d/Profile_-_Jumba.jpg/revision/latest?cb=20190312074022
Captain Gantu,Lilo & Stitch,2002,villain,https://disney.fandom.com/wiki/Captain_Gantu,https://static.wikia.nocookie.net/disney/images/5/50/Profile_-_Captain_Gantu.jpeg/revision/latest?cb=20190321141515
Dr. Hämsterviel,Lilo & Stitch,2002,villain,https://disney.fandom.com/wiki/Dr._H%C3%A4msterviel,https://static.wikia.nocookie.net/disney/images/9/98/Profile_-_Dr._H%C3%A4msterviel.jpeg/revision/latest?cb=20190322235850
Reuben,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/Reuben,https://static.wikia.nocookie.net/disney/images/c/cd/Profile_-_Reuben.png
Grand Councilwoman,Lilo & Stitch,2002,heroine,https://disney.fandom.com/wiki/Grand_Councilwoman,https://static.wikia.nocookie.net/disney/images/9/9f/Profile_-_Grand_Councilwoman.jpeg
Jumba Jookiba,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/Jumba_Jookiba,https://static.wikia.nocookie.net/disney/images/3/3d/Profile_-_Jumba.jpg
Pleakley,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/Pleakley,https://static.wikia.nocookie.net/disney/images/4/48/Profile_-_Pleakley.jpg
Cobra Bubbles,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/Cobra_Bubbles,https://static.wikia.nocookie.net/disney/images/5/55/Cobra_Bubbles_LAS.jpg
David Kawena,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/David_Kawena,https://static.wikia.nocookie.net/disney/images/9/96/David_LAS.jpg
Susan Hegarty,Lilo & Stitch,2002,heroine,https://disney.fandom.com/wiki/Susan_Hegarty,https://static.wikia.nocookie.net/disney/images/d/d0/Susan_Hegarty_-_Lilo_%26_Stitch.jpg
Mrs. Hasagawa,Lilo & Stitch,2002,character,https://disney.fandom.com/wiki/Mrs._Hasagawa,https://static.wikia.nocookie.net/disney/images/c/c7/Profile_-_Mrs._Hasagawa.jpg/revision/latest?cb=20230204162858
Moses Puloki,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/Moses_Puloki,https://static.wikia.nocookie.net/disney/images/e/e5/Profile_-_Moses_Puloki.jpg
Mertle Edmonds,Lilo & Stitch,2002,character,https://disney.fandom.com/wiki/Mertle_Edmonds,https://static.wikia.nocookie.net/disney/images/7/7e/Mertle_Edmonds_-_Profile.jpg/revision/latest?cb=20230623205407
Kumu,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/Moses_Puloki,https://static.wikia.nocookie.net/disney/images/e/e5/Profile_-_Moses_Puloki.jpg/revision/latest?cb=20230204162618
Dr. Jumba Jookiba,Lilo & Stitch,2002,heroes,https://disney.fandom.com/wiki/Jumba_Jookiba,https://static.wikia.nocookie.net/disney/images/3/3d/Profile_-_Jumba.jpg/revision/latest?cb=20190312074022
Prison Guard,Lilo & Stitch,2002,character,https://disney.fandom.com/wiki/UGF_Troopers,https://static.wikia.nocookie.net/disney/images/e/e3/Galactic_Alliance_soldiers.jpg/revision/latest?cb=20240919104547
Dr. Jacques von Hämsterviel,Lilo & Stitch,2002,villain,https://disney.fandom.com/wiki/Dr._H%C3%A4msterviel,https://static.wikia.nocookie.net/disney/images/9/98/Profile_-_Dr._H%C3%A4msterviel.jpeg/revision/latest?cb=20190322235850
Kenai,Brother Bear,2003,protagonist,https://disney.fandom.com/wiki/Kenai,https://static.wikia.nocookie.net/disney/images/a/a0/Profile_-_Kenai.jpeg/revision/latest?cb=20211206135405
Koda,Brother Bear,2003,heroes,https://disney.fandom.com/wiki/Koda,https://static.wikia.nocookie.net/disney/images/1/10/Koda.jpg
Rutt,Brother Bear,2003,heroes,https://disney.fandom.com/wiki/Rutt_and_Tuke,https://static.wikia.nocookie.net/disney/images/5/5c/Brother-bear-disneyscreencaps.com-3299.jpg/revision/latest?cb=20180810180513
Tuke,Brother Bear,2003,heroes,https://disney.fandom.com/wiki/Rutt_and_Tuke,https://static.wikia.nocookie.net/disney/images/5/5c/Brother-bear-disneyscreencaps.com-3299.jpg/revision/latest?cb=20180810180513
Denahi,Brother Bear,2003,heroes,https://disney.fandom.com/wiki/Denahi,https://static.wikia.nocookie.net/disney/images/b/bf/Brother-bear-disneyscreencaps.com-1056.jpg
Sitka,Brother Bear,2003,heroes,https://disney.fandom.com/wiki/Sitka,https://static.wikia.nocookie.net/disney/images/e/e3/Sitka.jpg
Tanana,Brother Bear,2003,heroine,https://disney.fandom.com/wiki/Tanana,https://static.wikia.nocookie.net/disney/images/e/e9/Tanana_Brother_Bear.jpg
Tug,Brother Bear,2003,heroes,https://disney.fandom.com/wiki/Tug,https://static.wikia.nocookie.net/disney/images/1/14/Tug.jpg
Dory,Finding Nemo,2003,protagonist,https://disney.fandom.com/wiki/Dory,https://static.wikia.nocookie.net/disney/images/3/36/Profile_-_Dory.png/revision/latest?cb=20240410214311
Marlin,Finding Nemo,2003,protagonist,https://disney.fandom.com/wiki/Marlin,https://static.wikia.nocookie.net/disney/images/b/bf/Profile_-_Marlin.png/revision/latest?cb=20240410213752
Hank,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Hank,https://static.wikia.nocookie.net/disney/images/d/d1/Profile_-_Hank.jpg
Destiny,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Destiny_(Finding_Dory),https://static.wikia.nocookie.net/disney/images/a/ac/Profile_-_Destiny.png/revision/latest?cb=20190504130602
Nemo,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Nemo,https://static.wikia.nocookie.net/disney/images/f/f2/Profile_-_Nemo.jpg
Bailey,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Bailey,https://static.wikia.nocookie.net/disney/images/4/48/Profile_-_Bailey.jpg
Jenny,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Jenny_(Finding_Nemo),https://static.wikia.nocookie.net/disney/images/a/a8/Profile_-_Jenny.jpg/revision/latest?cb=20240410215706
Charlie,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Charlie_(Finding_Nemo),https://static.wikia.nocookie.net/disney/images/e/ef/Profile_-_Charlie.jpg/revision/latest?cb=20240410215558
Fluke,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Fluke_and_Rudder,https://static.wikia.nocookie.net/disney/images/4/46/Profile_-_Fluke_and_Rudder.png/revision/latest?cb=20190504131552
Rudder,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Fluke_and_Rudder,https://static.wikia.nocookie.net/disney/images/4/46/Profile_-_Fluke_and_Rudder.png/revision/latest?cb=20190504131552
Mr. Ray,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Mr._Ray,https://static.wikia.nocookie.net/disney/images/1/11/Profile_-_Mr_Ray.jpg
Crush,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Crush,https://static.wikia.nocookie.net/disney/images/1/19/Profile_-_Crush.jpg/revision/latest?cb=20190715074853
Squirt,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Squirt_(Finding_Nemo),https://static.wikia.nocookie.net/disney/images/7/70/Profile_-_Squirt.jpg/revision/latest?cb=20190906001630
Stan,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Stan_(Finding_Dory),https://static.wikia.nocookie.net/disney/images/3/30/Profile_-_Stan_%28Finding_Dory%29.jpg/revision/latest?cb=20161124004744
Gerald,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Gerald,https://static.wikia.nocookie.net/disney/images/6/6c/Gerald_Sea_Lion.png/revision/latest?cb=20240119125630
Becky,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Becky_(Finding_Nemo),https://static.wikia.nocookie.net/disney/images/e/e8/Profile_-_Becky.jpg/revision/latest?cb=20190906004148
Gill,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Gill,https://static.wikia.nocookie.net/disney/images/1/1e/Profile_-_Gill.jpg
Deb,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Tank_Gang#Deb,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Bloat,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Bloat,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Peach,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Peach,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Gurgle,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Gurgle,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Bubbles,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Bubbles,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Jacques,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Jacques,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Joe Ranft,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Joe_Ranft,https://static.wikia.nocookie.net/disney/images/7/7c/Joe_Ranft.jpg/revision/latest?cb=20240809212945
Bill,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Bill_(Finding_Nemo),https://static.wikia.nocookie.net/disney/images/4/40/Findingdory-crabs-grass.jpg/revision/latest?cb=20170129071219
Seagulls,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Seagulls,https://static.wikia.nocookie.net/disney/images/9/99/Nemo-Seagulls_.jpg/revision/latest?cb=20180315002959
Bloat,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Tank_Gang,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Peach,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Tank_Gang,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Gurgle,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Tank_Gang,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Bubbles,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Tank_Gang,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Deb,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Tank_Gang,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Jacques,Finding Nemo,2003,heroines,https://disney.fandom.com/wiki/Tank_Gang,https://static.wikia.nocookie.net/disney/images/d/d3/Chrs_tank.jpg/revision/latest?cb=20180804164225
Nigel,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Nigel_(Finding_Nemo),https://static.wikia.nocookie.net/disney/images/8/83/Profile_-_Nigel.png/revision/latest?cb=20190906003726
Bruce,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Bruce,https://static.wikia.nocookie.net/disney/images/d/d3/Profile_-_Bruce.jpg
Anchor,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Anchor,https://static.wikia.nocookie.net/disney/images/3/3a/Profile_-_Anchor.jpg
Chum,Finding Nemo,2003,heroes,https://disney.fandom.com/wiki/Chum,https://static.wikia.nocookie.net/disney/images/a/aa/Profile_-_Chum.jpg
Tad,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Tad,https://static.wikia.nocookie.net/disney/images/1/17/Profile_-_Tad.jpg/revision/latest?cb=20190906005208
Pearl,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Pearl_(Finding_Nemo),https://static.wikia.nocookie.net/disney/images/9/94/Profile_-_Pearl.jpg/revision/latest?cb=20200518114545
Sheldon,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Sheldon,https://static.wikia.nocookie.net/disney/images/c/cd/Profile_-_Sheldon.jpg/revision/latest?cb=20190906005223
Dr. Philip Sherman,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Philip_Sherman,https://static.wikia.nocookie.net/disney/images/c/c2/Psherman.jpg/revision/latest?cb=20240410224905
Darla,Finding Nemo,2003,character,https://disney.fandom.com/wiki/Darla,https://static.wikia.nocookie.net/disney/images/6/66/Darla.jpg/revision/latest?cb=20100711231752
Coral,Finding Nemo,2003,heroine,https://disney.fandom.com/wiki/Coral,https://static.wikia.nocookie.net/disney/images/3/3d/Coral.jpg
Maggie,Home on the Range,2004,protagonist,https://disney.fandom.com/wiki/Maggie,https://static.wikia.nocookie.net/disney/images/f/f5/Profile_-_Maggie.jpg/revision/latest?cb=20190316133913
Mrs. Calloway,Home on the Range,2004,character,https://disney.fandom.com/wiki/Mrs._Calloway,https://static.wikia.nocookie.net/disney/images/8/8c/Profile_-_Mrs._Calloway.jpg/revision/latest?cb=20190316141700
Grace,Home on the Range,2004,heroine,https://disney.fandom.com/wiki/Grace,https://static.wikia.nocookie.net/disney/images/a/ac/Profile_-_Grace.jpg
Buck,Home on the Range,2004,heroes,https://disney.fandom.com/wiki/Buck,https://static.wikia.nocookie.net/disney/images/8/8c/Profile_-_Buck_2.jpg
Alameda Slim,Home on the Range,2004,villain,https://disney.fandom.com/wiki/Alameda_Slim,https://static.wikia.nocookie.net/disney/images/8/83/Home-on-the-range-disneyscreencaps.com-3309.jpg/revision/latest?cb=20180509195952
Lucky Jack,Home on the Range,2004,heroes,https://disney.fandom.com/wiki/Lucky_Jack,https://static.wikia.nocookie.net/disney/images/b/b5/Profile_-_Lucky_Jack.jpg
Audrey,Home on the Range,2004,heroines,https://disney.fandom.com/wiki/Audrey_(Home_on_the_Range),https://static.wikia.nocookie.net/disney/images/e/e9/Profile_-_Audrey.jpg/revision/latest?cb=20200404073429
Pearl Gesner,Home on the Range,2004,heroine,https://disney.fandom.com/wiki/Pearl_Gesner,https://static.wikia.nocookie.net/disney/images/8/8c/Profile_-_Pearl_Gesner.jpg
Ollie,Home on the Range,2004,heroes,https://disney.fandom.com/wiki/Ollie_(Home_on_the_Range),https://static.wikia.nocookie.net/disney/images/c/cb/Profile_-_Ollie.jpg/revision/latest?cb=20110823211248
Wesley,Home on the Range,2004,villain,https://disney.fandom.com/wiki/Wesley,https://static.wikia.nocookie.net/disney/images/6/67/Wesley.jpg/revision/latest?cb=20141106013056
Piggies,Home on the Range,2004,character,https://disney.fandom.com/wiki/Piggies,https://static.wikia.nocookie.net/disney/images/7/76/Awesome_Again.jpg/revision/latest?cb=20190716192231
Jeb,Home on the Range,2004,heroes,https://disney.fandom.com/wiki/Jeb,https://static.wikia.nocookie.net/disney/images/e/e1/Profile_-_Jeb.jpg
Rusty,Home on the Range,2004,heroes,https://disney.fandom.com/wiki/Rusty_(Home_on_the_Range),https://static.wikia.nocookie.net/disney/images/1/1e/Profile_-_Rusty.png/revision/latest?cb=20230511225354
Rico,Home on the Range,2004,villain,https://disney.fandom.com/wiki/Rico,https://static.wikia.nocookie.net/disney/images/2/27/Home-on-the-range-disneyscreencaps.com-6742.jpg/revision/latest?cb=20180819040352
Sheriff Sam Brown,Home on the Range,2004,heroes,https://disney.fandom.com/wiki/Sheriff_Sam_Brown,https://static.wikia.nocookie.net/disney/images/9/92/Profile_-_Sheriff_Sam_Brown.jpg
Junior the Buffalo,Home on the Range,2004,character,https://disney.fandom.com/wiki/Junior_the_Buffalo,https://static.wikia.nocookie.net/disney/images/6/6d/Profile_-_Junior.jpg/revision/latest?cb=20191125133841
Barry and Bob,Home on the Range,2004,heroes,https://disney.fandom.com/wiki/Barry_and_Bob,https://static.wikia.nocookie.net/disney/images/b/b9/Profile_-_Barry_and_Bob.gif
The Willie Brothers,Home on the Range,2004,villain,https://disney.fandom.com/wiki/The_Willie_Brothers,https://static.wikia.nocookie.net/disney/images/2/23/Home-disneyscreencaps_com-5580.jpg/revision/latest?cb=20111125033617
Mr. Wesley,Home on the Range,2004,villain,https://disney.fandom.com/wiki/Mr._Wesley,https://static.wikia.nocookie.net/disney/images/6/67/Wesley.jpg/revision/latest?cb=20141106013056
Bob Parr/Mr. Incredible,The Incredibles,2004,protagonist,https://disney.fandom.com/wiki/Mr._Incredible,https://static.wikia.nocookie.net/disney/images/d/d2/Profile_-_Bob_Parr.jpeg/revision/latest?cb=20190313155821
Helen Parr/Elastigirl,The Incredibles,2004,protagonist,https://disney.fandom.com/wiki/Elastigirl,https://static.wikia.nocookie.net/disney/images/3/3a/Profile_-_Helen_Parr.jpeg/revision/latest?cb=20200205215542
Dash Parr,The Incredibles,2004,heroes,https://disney.fandom.com/wiki/Dash_Parr,https://static.wikia.nocookie.net/disney/images/5/5e/Profile_-_Dash_Parr.jpeg
Violet Parr,The Incredibles,2004,heroine,https://disney.fandom.com/wiki/Violet_Parr,https://static.wikia.nocookie.net/disney/images/e/e0/Profile_-_Violet_Parr.jpeg
Lucius Best/Frozone,The Incredibles,2004,heroes,https://disney.fandom.com/wiki/Frozone,https://static.wikia.nocookie.net/disney/images/5/5c/Profile_-_Frozone.jpg/revision/latest?cb=20211114020752
Buddy Pine/Incrediboy/Syndrome,The Incredibles,2004,villain,https://disney.fandom.com/wiki/Syndrome,https://static.wikia.nocookie.net/disney/images/9/96/Profile_-_Syndrome.png/revision/latest?cb=20200926220437
Jack-Jack Parr,The Incredibles,2004,heroes,https://disney.fandom.com/wiki/Jack-Jack_Parr,https://static.wikia.nocookie.net/disney/images/2/28/Profile_-_Jack_Jack_Parr.jpeg
Mirage,The Incredibles,2004,villain,https://disney.fandom.com/wiki/Mirage_(The_Incredibles),https://static.wikia.nocookie.net/disney/images/4/4a/Proflile_-_Mirage.png/revision/latest?cb=20190315205428
Edna Mode,The Incredibles,2004,heroine,https://disney.fandom.com/wiki/Edna_Mode,https://static.wikia.nocookie.net/disney/images/f/ff/Profile_-_Edna_Mode.jpg
Rick Dicker,The Incredibles,2004,character,https://disney.fandom.com/wiki/Rick_Dicker,https://static.wikia.nocookie.net/disney/images/f/f5/RickDicker.jpg/revision/latest?cb=20110709205517
Gilbert Huph,The Incredibles,2004,character,https://disney.fandom.com/wiki/Gilbert_Huph,https://static.wikia.nocookie.net/disney/images/7/75/Profile_-_Gilbert_Huph.jpg/revision/latest?cb=20190702052302
The Underminer,The Incredibles,2004,villain,https://disney.fandom.com/wiki/The_Underminer,https://static.wikia.nocookie.net/disney/images/e/e3/Profile_-_Underminer.jpg/revision/latest?cb=20190702052504
Bomb Voyage,The Incredibles,2004,villain,https://disney.fandom.com/wiki/Bomb_Voyage,https://static.wikia.nocookie.net/disney/images/e/e1/Bomb_Voyage.png/revision/latest?cb=20160313145429
Tony Rydinger,The Incredibles,2004,character,https://disney.fandom.com/wiki/Tony_Rydinger,https://static.wikia.nocookie.net/disney/images/a/a4/Tony_Rydinger_Profile.jpg/revision/latest?cb=20240824220918
Honey Best,The Incredibles,2004,heroine,https://disney.fandom.com/wiki/Honey_Best,https://static.wikia.nocookie.net/disney/images/b/bd/Honey_Best.png
Kari McKeen,The Incredibles,2004,protagonist,https://disney.fandom.com/wiki/Kari_McKeen,https://static.wikia.nocookie.net/disney/images/b/ba/Kari_Mckeen.png/revision/latest?cb=20200529175158
Bernie Kropp,The Incredibles,2004,character,https://disney.fandom.com/wiki/Bernie_Kropp,https://static.wikia.nocookie.net/disney/images/2/29/BernieKropp.jpg/revision/latest?cb=20180617120823
Mr. Incredible,The Incredibles,2004,protagonist,https://disney.fandom.com/wiki/Mr._Incredible,https://static.wikia.nocookie.net/disney/images/d/d2/Profile_-_Bob_Parr.jpeg/revision/latest?cb=20190313155821
Elastigirl,The Incredibles,2004,protagonist,https://disney.fandom.com/wiki/Elastigirl,https://static.wikia.nocookie.net/disney/images/3/3a/Profile_-_Helen_Parr.jpeg/revision/latest?cb=20200205215542
Schoolhouse Rocky,The Incredibles,2004,protagonist,https://disney.fandom.com/wiki/Schoolhouse_Rocky_(character),https://static.wikia.nocookie.net/disney/images/c/cb/Shr1.gif/revision/latest?cb=20140602210646
Omnidroid v.10,The Incredibles,2004,villain,https://disney.fandom.com/wiki/Omnidroid_v.10,https://static.wikia.nocookie.net/disney/images/d/d2/Omnidroid_v._10.png/revision/latest?cb=20220831140433
Omnidroid v.8,The Incredibles,2004,villain,https://disney.fandom.com/wiki/Omnidroid_v.8,https://static.wikia.nocookie.net/disney/images/1/11/Omnidroid_v.8.png/revision/latest?cb=20160205104533
Omnidroid v.9,The Incredibles,2004,villain,https://disney.fandom.com/wiki/Omnidroid_v.9,https://static.wikia.nocookie.net/disney/images/b/b7/Incredibles-disneyscreencaps.com-5992.jpg/revision/latest?cb=20160205175739
Xerek,The Incredibles,2004,villain,https://disney.fandom.com/wiki/Xerek,https://static.wikia.nocookie.net/disney/images/b/b8/XerekComics.jpg/revision/latest?cb=20140322195834
Chicken Little,Chicken Little,2005,protagonist,https://disney.fandom.com/wiki/Chicken_Little_(2005_character),https://static.wikia.nocookie.net/disney/images/2/28/Profile_-_Chicken_Little.jpeg/revision/latest?cb=20190624042453
Buck Cluck,Chicken Little,2005,heroes,https://disney.fandom.com/wiki/Buck_Cluck,https://static.wikia.nocookie.net/disney/images/9/95/Buck_Cluck_CL.jpg
Turkey Lurkey,Chicken Little,2005,character,https://disney.fandom.com/wiki/Mayor_Turkey_Lurkey,https://static.wikia.nocookie.net/disney/images/3/33/TurkeyLurkeyMayor.JPG/revision/latest?cb=20140611012637
Mr. Woolensworth,Chicken Little,2005,heroes,https://disney.fandom.com/wiki/Mr._Woolensworth,https://static.wikia.nocookie.net/disney/images/9/90/Mr_Woolensworth.png
Foxy Loxy,Chicken Little,2005,character,https://disney.fandom.com/wiki/Foxy_Loxy_(2005),https://static.wikia.nocookie.net/disney/images/d/d7/Foxy.jpg/revision/latest?cb=20101211205607
Runt of the Litter,Chicken Little,2005,heroes,https://disney.fandom.com/wiki/Runt_of_the_Litter,https://static.wikia.nocookie.net/disney/images/3/37/Runt_Of_The_Litter.jpg
Abby Mallard,Chicken Little,2005,heroine,https://disney.fandom.com/wiki/Abby_Mallard,https://static.wikia.nocookie.net/disney/images/f/f1/Profile_-_Abby_Mallard.jpeg
Principal Fetchit,Chicken Little,2005,character,https://disney.fandom.com/wiki/Principal_Fetchit,https://static.wikia.nocookie.net/disney/images/e/e7/Chicken-little-disneyscreencaps.com-1724.png/revision/latest?cb=20151224142002
Dog Announcer,Chicken Little,2005,character,https://disney.fandom.com/wiki/Dog_Announcer,https://static.wikia.nocookie.net/disney/images/e/e8/Dog-Announcer.jpg/revision/latest?cb=20151009012827
Melvin,Chicken Little,2005,character,https://disney.fandom.com/wiki/Melvin,https://static.wikia.nocookie.net/disney/images/e/ee/Melvin.jpg/revision/latest?cb=20120114045815
Tina,Chicken Little,2005,heroine,https://disney.fandom.com/wiki/Tina,https://static.wikia.nocookie.net/disney/images/1/1a/Tinalien.jpg
Valiant,Valiant,2005,protagonist,https://disney.fandom.com/wiki/Valiant_(character),https://static.wikia.nocookie.net/disney/images/9/99/Profile_-_Valiant.jpg/revision/latest?cb=20210910025437
Bugsy,Valiant,2005,heroes,https://disney.fandom.com/wiki/Bugsy_(Valiant),https://static.wikia.nocookie.net/disney/images/9/9b/Bugsygervais.jpg/revision/latest?cb=20180425230251
Lofty Thaddeus Worthington,Valiant,2005,character,https://disney.fandom.com/wiki/Lofty_Thaddeus_Worthington,https://static.wikia.nocookie.net/disney/images/0/0e/Lofty_Thaddeus_Worthington.png/revision/latest?cb=20190801210829
Toughwood and Tailfeather,Valiant,2005,character,https://disney.fandom.com/wiki/Toughwood_and_Tailfeather,https://static.wikia.nocookie.net/disney/images/1/11/Toughwood_and_Tailfeather.jpg/revision/latest?cb=20120707205258
General Von Talon,Valiant,2005,villain,https://disney.fandom.com/wiki/Von_Talon,https://static.wikia.nocookie.net/disney/images/e/e0/Profile_-_Von_Talon.jpg/revision/latest?cb=20210910025239
Cufflingk and Underlingk,Valiant,2005,villain,https://disney.fandom.com/wiki/Cufflingk_and_Underlingk,https://static.wikia.nocookie.net/disney/images/2/20/8946-260613.jpg/revision/latest?cb=20171125014757
Charles De Girl,Valiant,2005,heroine,https://disney.fandom.com/wiki/Charles_De_Girl,https://static.wikia.nocookie.net/disney/images/e/e0/Valiant7.jpg
Rollo,Valiant,2005,heroes,https://disney.fandom.com/wiki/Rollo,https://static.wikia.nocookie.net/disney/images/e/e9/Valiant-04.jpg
Von Talon,Valiant,2005,villain,https://disney.fandom.com/wiki/Von_Talon,https://static.wikia.nocookie.net/disney/images/e/e0/Profile_-_Von_Talon.jpg/revision/latest?cb=20210910025239
Mater,Cars,2006,protagonist,https://disney.fandom.com/wiki/Mater,https://static.wikia.nocookie.net/disney/images/6/63/Profile-_Mater.png/revision/latest?cb=20190506065539
Lightning McQueen,Cars,2006,protagonist,https://disney.fandom.com/wiki/Lightning_McQueen,https://static.wikia.nocookie.net/disney/images/1/10/Profile_-_Lightning_McQueen.png/revision/latest?cb=20221003093816
Finn McMissile,Cars,2006,heroes,https://disney.fandom.com/wiki/Finn_McMissile,https://static.wikia.nocookie.net/disney/images/d/dc/Profile-Finn_McMissile.png
Holley Shiftwell,Cars,2006,heroine,https://disney.fandom.com/wiki/Holley_Shiftwell,https://static.wikia.nocookie.net/disney/images/d/dd/Profile_-_Holley_Shiftwell.png
Francesco Bernoulli,Cars,2006,character,https://disney.fandom.com/wiki/Francesco_Bernoulli,https://static.wikia.nocookie.net/disney/images/0/0b/Profile_-_Francesco_Bernoulli.jpg/revision/latest?cb=20190502053148
Sir Miles Axlerod,Cars,2006,villain,https://disney.fandom.com/wiki/Miles_Axlerod,https://static.wikia.nocookie.net/disney/images/1/13/Profile_-_Miles_Axlerod.jpg/revision/latest?cb=20190506070139
Professor Zündapp,Cars,2006,villain,https://disney.fandom.com/wiki/Professor_Z%C3%BCndapp,https://static.wikia.nocookie.net/disney/images/4/4d/Profile_-_Professor_Z.png/revision/latest?cb=20190528134800
Grem,Cars,2006,villain,https://disney.fandom.com/wiki/Grem,https://static.wikia.nocookie.net/disney/images/0/09/Grem.jpg/revision/latest?cb=20200731035718
Acer,Cars,2006,villain,https://disney.fandom.com/wiki/Acer,https://static.wikia.nocookie.net/disney/images/4/44/Profile_-_Acer.jpg/revision/latest?cb=20190317033816
"Rod ""Torque"" Redline",Cars,2006,heroes,https://disney.fandom.com/wiki/Rod_Redline,https://static.wikia.nocookie.net/disney/images/e/e8/RodRedlineCars2.png/revision/latest?cb=20131129205019
Luigi,Cars,2006,heroes,https://disney.fandom.com/wiki/Luigi,https://static.wikia.nocookie.net/disney/images/f/f8/Profile_-_Luigi.png
Guido,Cars,2006,heroes,https://disney.fandom.com/wiki/Guido,https://static.wikia.nocookie.net/disney/images/4/47/Profile_-_Guido.png
Colin Cowling,Cars,2006,character,https://disney.fandom.com/wiki/Colin_Cowling,https://static.wikia.nocookie.net/disney/images/c/cb/ColinCowling-Planes.png/revision/latest?cb=20131112060331
Fillmore,Cars,2006,heroes,https://disney.fandom.com/wiki/Fillmore_(Cars),https://static.wikia.nocookie.net/disney/images/4/4a/Profile-_Fillmore.png/revision/latest?cb=20190504134255
Tony Trihull,Cars,2006,villain,https://disney.fandom.com/wiki/Tony_Trihull,https://static.wikia.nocookie.net/disney/images/6/68/Tony_Trihull.png/revision/latest?cb=20200804052441
